"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.201651783088629,0.154973883814872,319.476771779899,66.0998806377583,0.138979544007606
"0","GB LM",0.119266581085065,0.086215626684855,198.774031840478,29.0851490005714,-0.0289702137558557
"0","QM",0.113524465120836,0.0799278782503008,104.945629145738,34.277022844037,0.0206500895585395
"0","Linear model",0.107900935321057,0.078806980515658,175.977030224248,28.7551790347691,4.07217189135146e-05
"0","AR2 model",0.101333582959714,0.074589696559854,284.505185474785,29.251292832957,-0.000653345709258508
"0","AR1 model",0.101249102224826,0.0745185407590254,287.795739540493,29.1441957048885,-0.000692186761433938
"0","Spatio-temporal model",0.0578092903830459,0.0393858942389617,117.807149243788,16.0476165627696,0.000572665677492486
"[3,196]","Generic PC",0.198933244974715,0.147099661206733,388.901543158382,55.9992231987342,0.12407660227485
"[3,196]","QM",0.131646104589685,0.0927294826698538,129.836427571161,36.2613484150074,-0.0052810094582176
"[3,196]","GB LM",0.131017839693489,0.0996775452620413,391.429934876609,36.1810664158956,0.0294577849436436
"[3,196]","Linear model",0.120967201736167,0.0883796487420483,249.768249604525,34.4360111344667,-0.00340253799951844
"[3,196]","AR2 model",0.117934207073802,0.0851042473086094,233.526813417748,32.1037957526217,0.00333216466815029
"[3,196]","AR1 model",0.117822011729107,0.085016773786627,232.924929584135,32.1683864186386,0.0033245258044989
"[3,196]","Spatio-temporal model",0.0708106322024731,0.0487211666543879,213.923021531784,17.2417610702788,-0.00014681347748589
"(196,315]","Generic PC",0.200566292055758,0.15058721508551,191.635954982981,53.6866386312983,0.124832176083744
"(196,315]","QM",0.138249726272252,0.0981532675399664,73.3827737470987,35.0303264703836,-0.0127747468732514
"(196,315]","GB LM",0.132741793174987,0.102475403020026,182.659342563357,32.1167796808361,0.0187608209272817
"(196,315]","Linear model",0.125374002034799,0.0961823311758714,195.306447186457,32.2264066577661,0.0219620891965723
"(196,315]","AR2 model",0.113375099312233,0.083920346614419,112.564251829704,27.557450290439,0.00617390193862528
"(196,315]","AR1 model",0.113326143715032,0.0839198828896563,111.636341846084,27.6521365860005,0.00615067197780856
"(196,315]","Spatio-temporal model",0.0794397424969081,0.0571600408113182,89.2865951458084,18.9527607727207,0.00457720655250788
"(315,725]","QM",0.197215643569282,0.141553168531759,69.650916663059,44.066819539513,-0.0993384992026306
"(315,725]","Generic PC",0.180997667537631,0.129178056382076,133.353917226178,37.2217643442834,0.0427612842553119
"(315,725]","GB LM",0.166301972300003,0.122640362832245,152.206100420214,32.1151013282503,-0.0488140059294128
"(315,725]","Linear model",0.153377983764266,0.115627680133666,324.025216882243,29.8933231501235,-0.0101832554831433
"(315,725]","AR2 model",0.141355733111377,0.10514813566871,326.415539453986,27.6659745946974,-0.0010555480677067
"(315,725]","AR1 model",0.141265203363138,0.105051392743949,326.02547761234,27.7039946150147,-0.00105617115860088
"(315,725]","Spatio-temporal model",0.0939295340744415,0.0662042755667215,96.7093815508737,18.340270178852,-0.00126535081264432
