"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.211321699994438,0.164995984309122,671.444399392214,87.7074682994994,0.149215230081707
"Wind Offshore","GB LM",0.114111224531341,0.0820162803835051,375.517847657044,36.3997779882528,-0.0123541142047469
"Wind Offshore","QM",0.109106086503079,0.0759529124984401,305.282693079022,39.7375069230072,0.0158042468917835
"Wind Offshore","LM t model",0.10498153234114,0.0703237658261834,292.479472994125,35.5778831588467,-0.0180421361479405
"Wind Offshore","LM beta model",0.104871352327249,0.0752457666579302,447.747133331408,36.8790393241922,0.00504366354866766
"Wind Offshore","Linear model",0.10463646931181,0.0748954253622559,334.417846782519,36.6729005170228,-0.000334511426508652
"Wind Offshore","LM+hour model",0.103114338031997,0.0733092546781088,447.637126582074,36.3320599752523,0.000204051497731678
"Wind Offshore","LM bru model",0.103108163092525,0.0733693771969889,434.379964184409,36.6405846219227,0.000380874727839678
"Wind Offshore","AR1 model",0.0999832449971182,0.0709751886146112,379.775067222191,35.9874236098639,0.000336834820598613
"Wind Offshore","ST model coarser",NA,NA,134.941851058923,99.9999718580257,-0.255904919392061
"Wind Onshore","ST model coarser",0.351313100822949,0.230974026432292,1221.99051282698,99.9999353697348,-0.186477209461239
"Wind Onshore","Generic PC",0.162037853735203,0.108577025710551,612.509289787695,56.2486242278782,0.0632262958254801
"Wind Onshore","QM",0.14041039633152,0.0879114270439757,243.572801796697,51.766773580586,-0.0450977456684448
"Wind Onshore","GB LM",0.124693177013011,0.086412170074783,728.170087727679,42.9160992912991,-0.00117168733548753
"Wind Onshore","LM t model",0.119096374299828,0.0783140832762171,517.533434644803,42.7160455425603,-0.0143586958827578
"Wind Onshore","Linear model",0.117064897368051,0.0813407635129019,676.993989479362,43.4219023945156,0.00232094699013769
"Wind Onshore","LM bru model",0.114650580716315,0.0795764552998332,682.771318420721,42.687512217659,0.00238416652814528
"Wind Onshore","LM+hour model",0.114354460567981,0.0794013613261467,683.052260373364,42.823039956985,0.00249634482451358
"Wind Onshore","LM beta model",0.111662602982154,0.0772176611963004,687.438656164937,40.352569215458,0.00806300756393678
"Wind Onshore","AR1 model",0.108876443467113,0.0753543760616075,602.889874070446,40.8297052545098,0.00218299581156616
