"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.203955500304797,0.196682390465478,59.2725305852511,51.1216898454556,0.196682390465478
"QM",0.0531459668927466,0.0406500431787408,13.2837699835175,8.05111290005728,0.0340539535120935
"GB LM",0.0432355600672674,0.0347856021352294,10.6035703673763,6.98145483944097,0.0003162751446839
"Linear model",0.0373234208574138,0.0300690219506255,9.29814546344023,5.88041286272875,-0.00117307745814496
"AR2 model",0.0372978686067864,0.0295211851120611,7.5571253403015,7.13088029831255,-0.0184394115169768
"AR1 model",0.0367547965893543,0.0291533955460623,7.39960057417284,6.88658739460026,-0.0184977131431949
"Spatio-temporal model",0.00655618914671131,0.00510601492811995,1.73279862620147,1.01514578560722,0.000211781697761242
