"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,10.9]","Generic PC",0.227866663284862,0.14442656884246,1612.05620895369,158.650657155884,0.13033536872859
"[0.382,10.9]","GB LM",0.150961310735622,0.100029229571796,1461.02968241219,109.932348957767,0.0790078470663864
"[0.382,10.9]","QM",0.137311456900254,0.0813483710425109,880.639147461509,90.752811004319,0.0480841636883049
"[0.382,10.9]","Linear model",0.0948074893383545,0.0601549968621031,966.888326330674,77.8802000794343,0.0122450358207262
"[0.382,10.9]","AR2 model",0.0922157555913648,0.0586477628767382,769.333309915627,71.670866724952,0.00850662923394516
"[0.382,10.9]","AR1 model",0.092146486489411,0.0585928863621575,768.682999188967,71.3454491098243,0.00853575984252305
"[0.382,10.9]","Spatio-temporal model",0.0327429278895396,0.0191304014543226,185.282458560852,22.4062905018456,0.000762088148870971
"(10.9,20.6]","Generic PC",0.180264102803959,0.0991582204084026,861.152259727558,76.7946560243393,0.0540295982508345
"(10.9,20.6]","QM",0.139952201128848,0.0711226832147718,389.357569854994,71.1957777077114,-0.00787825585160433
"(10.9,20.6]","GB LM",0.136353337983991,0.077699908556524,991.813865636372,59.2075026725757,0.00605772498070618
"(10.9,20.6]","Linear model",0.130705125902385,0.0695432297983775,519.552738708256,60.7530492529131,-0.013086186941079
"(10.9,20.6]","AR2 model",0.12822177923587,0.0720879525166034,915.31590569934,56.3156660868341,-0.00206087691757682
"(10.9,20.6]","AR1 model",0.128207536840081,0.0720635184503895,914.918595601241,56.0673815782892,-0.00210675333785206
"(10.9,20.6]","Spatio-temporal model",0.052528753864961,0.0252428833967784,335.419358940925,23.6604316601364,0.00164015779095224
"(20.6,34.4]","Generic PC",0.159944588397378,0.0899667248189444,1093.81368408942,72.1337272387215,0.0491252273017351
"(20.6,34.4]","QM",0.121304729005425,0.066667827335339,623.871707750343,77.427564217293,-0.00801323236134016
"(20.6,34.4]","GB LM",0.116772566846121,0.0707560397352471,1001.00672235654,59.6423247581316,0.0153195458937576
"(20.6,34.4]","Linear model",0.107695573516202,0.067271066062418,1121.82876071034,60.811280690424,0.0124316686942317
"(20.6,34.4]","AR1 model",0.0981189677415087,0.0580415267951026,736.622029624969,62.0071866321908,-0.000211380186543733
"(20.6,34.4]","AR2 model",0.0980431535348167,0.0580039040826125,731.807514641505,62.2040144399863,-0.000143283190129941
"(20.6,34.4]","Spatio-temporal model",0.0376577262976355,0.0203042909075207,197.818848897288,21.1193929794663,0.000744894749144268
"(34.4,212]","Generic PC",0.15802539216409,0.0801901633013605,337.692255348725,56.7813142451846,0.0173270529328063
"(34.4,212]","QM",0.148716142462252,0.0798558773851527,171.96066622792,69.8094895476823,-0.0342195000375644
"(34.4,212]","GB LM",0.119944599198321,0.0698629487109678,662.777574286269,50.7981260669367,-0.0136012963178202
"(34.4,212]","AR2 model",0.11382495893167,0.0715320851897363,819.875563039758,51.7668084467215,0.00528833835712252
"(34.4,212]","AR1 model",0.113768580774347,0.0715072837064776,821.954619441487,51.6619178671888,0.00525924987391507
"(34.4,212]","Linear model",0.104149223752796,0.0655572982270097,744.731616019976,48.9508369220407,0.00023069964099769
"(34.4,212]","Spatio-temporal model",0.0473224269452122,0.0246369793504274,343.215265259016,21.0416417014035,0.00177074097746917
