"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.109265647154656,0.0875749011509247,109.718025816566,79.1422096582382,0.0875749011509247
"QM",0.0421424871804068,0.0289224186105642,33.4122218703811,24.9104794892151,0.0247875181633043
"GB LM",0.0292914494256659,0.0265759814098103,75.680202074906,20.499627834404,0.0265759814098103
"Linear model",0.0206411209293698,0.0168761091714299,50.9900877988308,11.7973343192844,-0.00275304997097687
"Spatio-temporal model",0.00450339753278502,0.00385265738431465,7.64928109381193,4.92759218864787,0.000270723459886819
