"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.304602107884103,0.236247753723939,477.711757652555,38.140846534195,0.199328711438394
"high","QM",0.236904395507562,0.175270111845954,345.977532677427,26.1471004481631,0.00401009028013186
"high","GB LM",0.207820393827166,0.161112132190458,330.011541988807,22.4214570104314,-0.00085568562334003
"high","AR1 model",0.183218057910326,0.142312526654866,432.033680774136,20.0174276235843,-0.000828799434975229
"high","AR2 model",0.183209787732605,0.14229067094141,428.055319408903,20.066873589732,-0.000955341396817768
"high","Linear model",0.179872730265454,0.141923275221706,334.550366311489,20.6335435798614,-0.0269948487726712
"high","Spatio-temporal model",0.0557533785248036,0.0390351041178353,76.3508418650027,5.53332318320581,-0.000327324861670876
"mid","Generic PC",0.280043271745363,0.20967978608226,1102.19449156874,72.8638201741795,0.173341475793963
"mid","QM",0.181409647086942,0.131229548568042,604.429762213495,44.4645934693902,0.0038169570503768
"mid","GB LM",0.18077202259535,0.134078004753104,814.358137554162,42.4751939847883,0.0524158904042119
"mid","Linear model",0.152987733470889,0.114535554422195,750.736137099933,40.1125636024399,0.0262108828257134
"mid","AR1 model",0.14404227720252,0.10521218582333,582.623346034318,35.6271041861839,0.00152529267003446
"mid","AR2 model",0.144016988755782,0.105172706087224,581.189208473747,35.6204814702068,0.00135438111807007
"mid","Spatio-temporal model",0.0494997120986842,0.0345303598189452,73.7086519187881,12.0560852230916,0.000483750080013033
"low","Generic PC",0.197869696915593,0.114243983292627,955.932118582765,72.2287958836312,0.0756345296451111
"low","QM",0.143230880960262,0.0823914387655469,464.97042021235,72.3231820254017,-0.0075764501195773
"low","GB LM",0.131520889797305,0.0834739003685032,776.271953890529,58.8414088881254,0.0208754664954668
"low","Linear model",0.119262522929642,0.0811294523614354,890.006511891228,68.4155230428544,0.0126029777692876
"low","AR2 model",0.110622663119977,0.0745134964965137,736.528634141339,62.3302551435197,0.00748283693364007
"low","AR1 model",0.110607102753768,0.0744725285959112,738.428130255833,61.9708630114684,0.00710701117536665
"low","Spatio-temporal model",0.0383926532700148,0.02180644639127,159.824209663127,18.4921860183344,0.00179641847244828
