"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.124043162692403,0.111066238779022,71.8007347378054,68.5114520901863,0.111066238779022
"QM",0.0294763434567444,0.0221294144702045,13.8286950851002,12.0363085602315,0.00836639063029357
"Linear model",0.0224564470599447,0.0186036700945813,12.6772977543134,11.2034190763433,0.00592392410767365
"GB LM",0.0221417481257918,0.0187346457838885,12.5877523569854,10.4950113297957,0.00431338085303954
"AR2 model",0.0138436082517871,0.0117082380592335,7.88289745658416,6.87542738668738,-0.00526342001722485
"AR1 model",0.0138351875360945,0.0115825074199092,7.71338031741509,6.58756132944158,-0.00528576109596191
"Spatio-temporal model",0.00291782008290746,0.0023171563789248,1.57066803997689,1.29819873020949,0.00024493663374053
