"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,10.7]","Generic PC",0.386638343690052,0.306793514891519,472.280233317449,50.598240846605,0.295035706904446
"[0.382,10.7]","QM",0.27750140085229,0.191956496958146,185.620659440744,27.026643137215,0.11309131928836
"[0.382,10.7]","GB LM",0.249075225902494,0.187445152549356,353.825816167815,25.0273717529355,0.0807339913764693
"[0.382,10.7]","Linear model",0.226217028428394,0.171523732791168,232.643651795909,24.8281420372366,0.0128143783030324
"[0.382,10.7]","AR1 model",0.208569998405928,0.158104361548443,340.582531317636,23.3559374811307,0.00951068667468241
"[0.382,10.7]","AR2 model",0.208557395383789,0.158156556683199,346.260678424318,23.3268498168426,0.00952080945030587
"[0.382,10.7]","Spatio-temporal model",0.0797806739808308,0.0535962417940476,150.699583177949,7.69292709009551,2.85879826117698e-05
"(10.7,20.9]","Generic PC",0.315834528824229,0.237727406676372,120.252069527535,35.8295278062526,0.20864116365513
"(10.7,20.9]","QM",0.237976950481096,0.166333166322243,62.1437201186217,24.3489992618105,0.00564009340622259
"(10.7,20.9]","GB LM",0.217771110776945,0.164219257372586,76.9000451806641,23.2642494451677,-0.00759562807752862
"(10.7,20.9]","Linear model",0.214570198463291,0.162894494176908,94.2070549145659,24.2022590908381,-0.0226577206864151
"(10.7,20.9]","AR2 model",0.206225693371358,0.154812545942273,107.455711242284,22.6396669655205,-0.0085932014533017
"(10.7,20.9]","AR1 model",0.206166262280434,0.154768086518738,107.08718293379,22.5601243718881,-0.0085929371399178
"(10.7,20.9]","Spatio-temporal model",0.0770972683004669,0.0542936633396121,38.6882185529733,7.94163617780413,-0.000151660105483102
"(20.9,33.3]","Generic PC",0.28244888326214,0.221146597497118,3695.5855772461,37.0041519710714,0.188895911734798
"(20.9,33.3]","QM",0.210608571324093,0.155153882128287,2356.74101646976,28.280592754608,-0.0222754081239793
"(20.9,33.3]","GB LM",0.186493255301442,0.146745506093052,2834.71567443216,21.7437203429258,-0.00010668560427495
"(20.9,33.3]","Linear model",0.183833794724663,0.140523271688342,2954.14783135644,21.6801442209538,0.0229092677118793
"(20.9,33.3]","AR2 model",0.176468942618754,0.135061224092068,3374.83716861178,19.9983324764452,0.00455099324476049
"(20.9,33.3]","AR1 model",0.176221566084763,0.13494379425667,3345.61164274522,20.0983668394192,0.00454754847670152
"(20.9,33.3]","Spatio-temporal model",0.0702732067950095,0.0490543180888988,751.486616426872,7.61217522690119,2.90159018418459e-05
"(33.3,212]","QM",0.306976333817917,0.22868002713728,1274.27950657742,32.8197536620263,-0.0954377801024805
"(33.3,212]","Generic PC",0.303773914181197,0.204497720537727,1727.81127358186,25.167369690059,0.120507194526483
"(33.3,212]","GB LM",0.252904457033142,0.188850106157239,981.0637799598,23.833096188206,-0.0561545693741022
"(33.3,212]","AR2 model",0.225120572815341,0.159572433050537,788.937122923943,19.9407648392591,-0.00468496904611375
"(33.3,212]","AR1 model",0.224855042299489,0.159416405000171,789.732342402459,19.9333240866847,-0.00468538974634756
"(33.3,212]","Linear model",0.201615768926858,0.147863392000802,822.939252286423,20.1552451408973,-0.0094877766687903
"(33.3,212]","Spatio-temporal model",0.0939200615704423,0.0623920322118867,201.440901094262,8.13981447575486,-0.000446190812861514
