"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.195498485235951,0.14711618457962,370.814101971619,54.836492264135,0.0986026663923109
"mid","QM",0.152068233694489,0.104932855311887,150.623305058213,42.8551797793405,-0.0454462419218088
"mid","GB LM",0.144825975615596,0.107486125682244,355.728837547995,38.9475072986961,-0.0108374444602479
"mid","LM t model",0.139575595626887,0.0966566604487124,247.026662139463,38.3551350546238,-0.0344618915907491
"mid","Linear model",0.133945832554589,0.098506004428571,324.86993201608,37.5993307022203,-0.00794770619132533
"mid","LM bru model",0.130027530217558,0.0952839949133518,330.927385212014,36.2783074672405,-0.00685284866198413
"mid","LM+hour model",0.129818477117006,0.0952222750373704,335.912385718879,36.3274054243817,-0.00683778861031055
"mid","LM beta model",0.128361775239145,0.0935710455772184,346.158170995382,35.2098047241826,-0.00225981840481496
"mid","AR1 model",0.124296007905457,0.0920867351660638,370.460305076119,35.2005233287175,0.00045406237984385
"mid","ST model coarser",NA,NA,944.914387865635,99.9659818365307,-0.23433601778491
"low","Generic PC",0.13262603558098,0.0819169335888314,1041.59063285869,82.642639006727,0.0583666569999266
"low","GB LM",0.0883858181792974,0.0585733513588313,1002.99500167565,61.1941756265369,0.016510394873982
"low","Linear model",0.0836353957513043,0.0560799104242627,930.703862812787,71.7559041578857,0.0141462264888495
"low","QM",0.0811756525817325,0.0475519955409049,391.45727609801,67.39447474569,-0.0101840709561528
"low","LM bru model",0.0786252460156684,0.0534776699421659,1024.18813082216,68.2478994263304,0.0143856457841456
"low","LM+hour model",0.07837941003363,0.0531953039780156,1029.12626020769,68.755636723463,0.0144370430699073
"low","LM beta model",0.0767782311802604,0.0519199687302736,1035.65828167303,60.090052124949,0.0158675309855367
"low","LM t model",0.0763882320631176,0.0472649136017504,723.958455247024,57.5588769717246,-0.00315541637154798
"low","AR1 model",0.0736785809398225,0.0478602223114554,847.710130056844,62.2800419213388,0.0033156547611599
"low","ST model coarser",NA,NA,1941.0235027576,100,-0.0296027006120583
