"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.218690434282912,0.175556488233897,32.3137960281711,19.3153624757511,0.145920662344523
"high","QM",0.174681137650703,0.13391772901542,21.5809442580917,15.894348075893,-0.010027998127492
"high","GB LM",0.172207597228213,0.142363295778563,21.8518191265799,16.9598301294728,-0.0738877547988999
"high","Linear model",0.141999033802317,0.111874295699949,19.158364084677,12.4230008149326,-0.00930801178579071
"high","AR2 model",0.135184081461195,0.108357338809692,18.9521961132627,11.7454399912145,-0.000260163897783793
"high","AR1 model",0.134970170184924,0.108197944904285,18.9189407876546,11.7344852321723,-9.31575845100476e-05
"high","Spatio-temporal model",0.0832629209320779,0.0632816039668379,10.8105929949026,6.30756954341547,-1.05082294637903e-05
"mid","Generic PC",0.225251809522041,0.183983399187867,153.125355278314,37.9940650319874,0.135926905117433
"mid","QM",0.177312530331793,0.133532098504653,74.5682788820364,26.9161757240156,-0.0226558943249056
"mid","GB LM",0.172235210537656,0.136173414652567,111.784821430877,25.1471945821,-0.0373864610764139
"mid","Linear model",0.153916924893876,0.120523108321418,89.8330338456857,22.6879104916791,0.00482017189290857
"mid","AR2 model",0.140255515312548,0.109333636736187,158.658965027608,20.0063412763007,-2.04233468412761e-05
"mid","AR1 model",0.140011483335405,0.10916925066427,156.630181493114,20.1939544174406,-0.000107261055139042
"mid","Spatio-temporal model",0.0864800545396957,0.064954805416368,113.728162254058,11.6918792615749,-0.000101298826830415
