"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.121761741654027,0.11827331996394,93.3421056008731,92.618670136583,0.11827331996394
"QM",0.0483398015212777,0.043039518122877,34.0352395413639,31.2304658253292,0.0429114906439074
"GB LM",0.0299238572118026,0.0255369088348924,21.0935866002256,19.3359812203847,0.0246467001354965
"Linear model",0.0256034842131686,0.0204027295563429,16.8130580275229,13.3616786753304,0.0175304102799442
"Spatio-temporal model",0.00481806778103718,0.0039012631654587,3.12050774516997,2.53474250538449,-9.21113576682163e-05
