"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.387537547094491,0.298378312072458,189.133615744622,34.0777335747777,0.268000726498446
"QM",0.32408350485911,0.245361358294634,77.8761020371454,31.613471342903,9.8155325509726e-05
"GB LM",0.27042636757723,0.212533561229937,133.871351341484,23.8287025257526,0.0388095750336608
"Linear model",0.245512097443128,0.197203664112998,131.376437850931,24.6494435755171,-9.11372793249714e-17
"Spatio-temporal model",0.141229505165633,0.100021707445433,61.8301672524442,11.9912866694411,-9.11016685464496e-09
