"model","crps","energy","log","bs_0_01","bs_0_05","bs_0_1","bs_0_2"
"1",0.10305828736596,11.239451362428,0.3990282120131,0.129824531195589,0.185406200232153,0.216574369704005,0.192316415844457
"2",0.0939122758846393,10.9687556516106,0.550208085243853,0.11864577568195,0.151208736360998,0.166468083865351,0.144138859112014
"3",0.0890493177604809,11.0955900085793,-0.363081901213535,0.113049417440511,0.14269324724318,0.155717014364481,0.140087401770168
"4",0.0912229044205439,10.7282547162562,0.686021027771306,0.117335728525827,0.147502696314568,0.160850914973883,0.13781248665119
"5",0.0940133259178422,11.1070085125067,-0.354308097037141,0.125147003627394,0.15164922809054,0.163763235055136,0.143881543238537
"6",0.0940184348839187,10.9788204636399,0.525991050828862,0.119207874782356,0.151628334445734,0.166417233749275,0.144021489988392
