"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.172789756354395,0.169342242997995,44.6599277854107,40.4456007703846,0.169342242997995
"GB LM",0.0369137663820184,0.0310124634139638,7.32602076274228,8.06022616730108,-0.027867747050345
"QM",0.0227197866368958,0.0190877715967201,5.29770398700382,4.32931577627663,-0.00120273781198825
"Linear model",0.0216131359595746,0.0167277654980782,4.84568844162676,3.01583319306599,0.00832113882650766
"AR2 model",0.0152644910056454,0.0119410641196472,3.14172558602803,2.72737194530687,0.00733646885807986
"AR1 model",0.0148082193615489,0.0115048190488161,3.09782921076885,2.63089205032017,0.00729948441129249
"Spatio-temporal model",0.00957978584369873,0.00750189536951253,1.95822820970182,1.64551665824607,-0.00100338299514033
