"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.320167028329814,0.240731319531474,535.415016239948,42.8221369209552,0.18623665624323
"high","QM",0.253907060528473,0.186476288616161,251.36327286252,35.9403604438456,0.000549881966009536
"high","GB LM",0.223653410642108,0.170181022314485,409.129267200574,28.5392012328079,0.0100462401619904
"high","Linear model",0.197329743517273,0.156551047881853,411.791060432917,28.4105000092514,-0.0131445344746665
"high","AR2 model",0.197137922294915,0.151824988949774,274.629900657114,26.0531693967859,-0.000172244068568617
"high","AR1 model",0.196995156048824,0.151740299491097,274.683626803235,25.712533519416,-0.000272206560515799
"high","Spatio-temporal model",0.0635224357910517,0.0438768503902366,75.086726346595,8.06357561064412,-0.000160796227650025
"mid","Generic PC",0.291606514132971,0.206751481021295,727.574593430201,70.1477490892469,0.153475366933075
"mid","QM",0.218013891234984,0.146339261126674,303.562233201815,58.2334925299166,0.000211175149912345
"mid","GB LM",0.20117690069531,0.144181692764316,565.781533874657,49.2640879379628,0.0302127960368598
"mid","Linear model",0.181969606100211,0.133876879430405,623.31862750318,49.4750529318932,0.0105309638319715
"mid","AR2 model",0.175403915751632,0.12628636855823,512.183052119479,45.059031426941,0.0030312661868437
"mid","AR1 model",0.175327803608713,0.126214532532994,513.120297980525,44.8850780976629,0.00307583026189237
"mid","Spatio-temporal model",0.0546908463932984,0.0362379144148491,100.693743360135,14.1810525406599,0.000957303905224233
