"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.232676108098009,0.188936119521191,107.677631177209,42.6589748661194,0.172913809960792
"Wind Offshore","GB LM",0.15377611067286,0.115114003288626,51.6146784368047,22.0755303948658,-0.0705727885300912
"Wind Offshore","QM",0.139465058184689,0.107733301040787,52.3783157589962,21.2812829691599,0.0335636222591802
"Wind Offshore","Linear model",0.127252284058964,0.0964692612998232,61.8098145621774,18.3388459749538,0.000249533939074906
"Wind Offshore","LM beta model",0.121489919688044,0.0945632075813932,81.8783450739199,17.9583798591952,0.00691703272084854
"Wind Offshore","LM t model",0.120679975432194,0.0897534018528406,51.1114870842139,18.1183017896395,-0.00571708003224308
"Wind Offshore","LM bru model",0.120583957058781,0.0915410944043021,57.0355252140427,18.0250238221536,0.000161142984817888
"Wind Offshore","LM+hour model",0.119971625593947,0.0911113636343079,56.4311635390095,17.5608935599751,-0.000177964210726341
"Wind Offshore","AR1 model",0.117999109738977,0.0898246306202742,64.3031614711106,17.3403084881559,-5.54789288315204e-05
"Wind Offshore","ST model coarser",NA,NA,114.82428434001,99.9986944073923,-0.544882579660668
"Wind Onshore","ST model coarser",0.459863230092906,0.367617798090842,520.714598498706,99.9984306512627,-0.121976960213898
"Wind Onshore","Generic PC",0.20353116467095,0.157954966969878,186.146676620661,41.4522466028029,0.072919461732673
"Wind Onshore","QM",0.18258617248639,0.133860468772525,84.944919035353,37.0613126940768,-0.041460951898902
"Wind Onshore","GB LM",0.17420963602754,0.131791887931573,180.554512362854,33.8263759667452,-0.0346179503963778
"Wind Onshore","Linear model",0.161051636788728,0.124783377863487,208.330606416121,31.9658260023259,0.000466830338885173
"Wind Onshore","LM t model",0.158754970320721,0.121532022348118,214.011796389709,31.7532720222843,-0.00886958680980749
"Wind Onshore","LM bru model",0.15799198705043,0.122929397942434,224.502996704979,31.6553459105903,0.000729707922274643
"Wind Onshore","LM beta model",0.157781738860434,0.122784681378983,238.195756251413,31.3629947352306,0.0048733728739507
"Wind Onshore","LM+hour model",0.157747037281711,0.122750646927509,228.82469944241,31.4873120949681,0.000842508160369842
"Wind Onshore","AR1 model",0.149129536889584,0.115885996811584,204.644916337497,29.9220371528722,0.00107050301801863
