"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.324536831885845,0.242541309900684,35.4472621717584,0.203269994205214
"QM",0.260878561918534,0.185530893136489,28.6504125188985,0.000254556117030633
"GB LM",0.228146402287851,0.171815005543058,23.3676872586625,0.00421927708014088
"Linear model",0.207158330982842,0.155701222664305,23.0359371332529,0.000894537164926565
"AR2 model",0.204844931466131,0.151900689942019,21.5663531811854,0.000198408048912727
"AR1 model",0.204706987141747,0.151808161831005,21.5224308538309,0.000194977066279644
"Spatio-temporal model",0.0807283195026374,0.0548340638586113,7.80780393385079,-0.00013506175847275
