"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.456164715745889,0.341881760030563,45.1119368203385,0.294541667706623
"QM",0.37295427141275,0.276369728125801,40.4136924202815,0.000446833104298653
"GB LM",0.301477683624064,0.216570591318619,26.4951495919506,0.049927484175096
"Linear model",0.273292445143595,0.222041858569676,31.3476231697019,0.00303389932260436
"AR2 model",0.259635867014641,0.203109983812439,27.7152360388883,0.000279262190885416
"AR1 model",0.259558937069963,0.203201495442926,27.7185321647954,0.000269624430228407
"Spatio-temporal model",0.0926566997461578,0.0627504086772234,9.39149782372017,0.00257678308983726
