"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.205791400326389,0.157143086850394,32.4214083280077,13.0345539171184,0.154965922691455
"0","GB LM",0.16218726369367,0.133671807745375,18.9469024631224,15.5072265707794,-0.103860975015341
"0","QM",0.125826770376917,0.0993186870383701,20.0561368350641,9.45379171522656,0.0133754669467948
"0","Linear model",0.10935472823297,0.0840097875166061,14.6846130255628,7.77765159395466,0.000318610056284286
"0","AR1 model",0.105281739985457,0.0837992669655225,14.3127103355618,7.95595511607813,-0.00369006038132438
"0","AR2 model",0.105154512394661,0.0836821720089771,14.3044073368835,7.9733894841537,-0.0036259611486933
"0","Spatio-temporal model",0.050740234618474,0.0341660949736587,6.20295053976452,2.85738161044228,-0.000497256253118063
"[3,196]","Generic PC",0.221955913764104,0.177455411685171,33.5570391466507,20.3448309533094,0.125939996922689
"[3,196]","GB LM",0.204231013888823,0.159154171996903,25.8361375975661,17.8805208666122,-0.0900665115578322
"[3,196]","QM",0.185094633590314,0.137972606864892,24.960497758074,15.0713348368698,0.0243750255259103
"[3,196]","Linear model",0.156177924657239,0.123274962866561,26.756076658949,12.433283007683,-0.0152993065966616
"[3,196]","AR1 model",0.150818523009238,0.11968250785351,28.3435944074979,12.3936042565881,0.00393996486563341
"[3,196]","AR2 model",0.150806500917636,0.119659485598924,28.3370951193766,12.4638776700019,0.00388128332987491
"[3,196]","Spatio-temporal model",0.0769857608201528,0.0562178426092202,13.2699958961242,5.54614098541206,-0.000200839371827914
"(196,315]","Generic PC",0.224669666718976,0.186443696068835,74.7298489491633,30.2370719999201,0.13048887032525
"(196,315]","QM",0.178613832886468,0.1433255930937,53.5027405668475,22.8099643328571,0.0178114336182058
"(196,315]","GB LM",0.174151536658715,0.140286363597247,54.3937725283811,21.0977763989422,-0.0449258735801642
"(196,315]","Linear model",0.167170894912459,0.135416015550272,79.7646529348417,18.8190690799084,0.0301344302165068
"(196,315]","AR2 model",0.157130650568831,0.129127828798509,60.0572345629468,18.6337502955122,0.00342281792086563
"(196,315]","AR1 model",0.157021881264716,0.129010082706592,59.9034122793152,18.5900299961918,0.0034128718925665
"(196,315]","Spatio-temporal model",0.097756376001323,0.0741895814101488,26.7347650598299,10.3860256625894,-0.00164808499342716
"(315,725]","Generic PC",0.21869269900874,0.175457411888678,45.0335967190137,26.4467344873504,0.0517306759393456
"(315,725]","QM",0.211753186003136,0.170012808842243,37.8439685452173,26.4536291944527,-0.0756840129829143
"(315,725]","GB LM",0.210290146274586,0.169753786519338,37.2717723031606,25.390417001544,-0.101208411613304
"(315,725]","Linear model",0.180018843440318,0.146308363588638,43.3937893480106,21.9273457044107,-0.0152533434081113
"(315,725]","AR1 model",0.173759864562525,0.140700418191755,43.4689596071903,21.401955342195,-0.00417424887819608
"(315,725]","AR2 model",0.173682124758325,0.140668981644309,43.3799216921831,21.3398883858282,-0.00418187396132313
"(315,725]","Spatio-temporal model",0.116911923779816,0.0894348571542781,25.0950794805725,12.5407731974687,0.00225058507270925
