"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.301462544112616,0.218119162069902,59.1584156288222,0.164435392170023
"QM",0.230644261201311,0.159766780112763,48.915789069702,0.000324486784787501
"GB LM",0.208965516035427,0.152879558874404,40.116669998,0.0234662373395383
"Linear model",0.187248522107945,0.14146233970036,39.5673645357633,0.0026105167310803
"AR2 model",0.18296246002134,0.13483010813326,37.0523738611764,0.00195955765566394
"AR1 model",0.182862443124063,0.134753972095482,36.9435446011706,0.00195577153281021
"Spatio-temporal model",0.0577957974235212,0.0387934588649183,11.63882998648,0.000583252519220372
