"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.156882785104922,0.102711537319431,756.019327136206,132.962538752704,0.0900265279385908
"Wind Offshore","GB LM",0.0965126573484593,0.0613052131487295,571.230230468147,59.9995610449388,0.0106964483358557
"Wind Offshore","QM",0.0898893417487962,0.0538584556239656,374.614074835417,81.9621485226687,0.0171199294301802
"Wind Offshore","Linear model",0.084891732469194,0.0485118242077371,342.94068566456,53.0719879038752,0.000514607042582983
"Wind Offshore","AR2 model",0.0828829020445691,0.0482860606658616,390.88360276159,58.1970181421319,0.00263213798602038
"Wind Offshore","AR1 model",0.0828036963144552,0.0481328257166433,378.889537183834,57.9713402841349,0.00243524468287857
"Wind Offshore","Spatio-temporal model",0.0401546359937617,0.0213447184941581,184.406603268403,26.2346628923173,0.00112423708728142
"Wind Onshore","Generic PC",0.119618740803377,0.072472132948214,739.434069105324,66.8839831867517,0.0255867606247668
"Wind Onshore","QM",0.105245551243541,0.0600606476351938,349.833401829361,70.535193606458,-0.0281223445526877
"Wind Onshore","GB LM",0.10147903054498,0.0658027206984511,956.891155847156,58.6357111517605,0.00701901998328135
"Wind Onshore","Linear model",0.0919661322297185,0.0577378401236757,703.067561226994,57.747436550045,0.00262259043840262
"Wind Onshore","AR2 model",0.0883674350957843,0.0554700917081284,669.128728088388,56.787582257945,0.00244047446662424
"Wind Onshore","AR1 model",0.0882601286454365,0.0553971963743461,676.065250604141,57.0707702259637,0.00244147627397991
"Wind Onshore","Spatio-temporal model",0.0531690400225127,0.0309164618418745,357.557725206646,32.5807961597705,0.00100875332873497
