"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.218277095806173,0.174678421820771,22.2608085763493,0.114743774125387
"GB LM",0.189469695579671,0.151177148239567,19.0697805297576,-0.0842973223162548
"QM",0.179366249289354,0.138788321017574,16.859694352603,-0.00539003313451277
"Linear model",0.156670013813554,0.123416829952393,14.1969883712402,7.22281631150213e-05
"AR1 model",0.150005676338213,0.119344210242937,13.970200278914,4.1608874313372e-08
"AR2 model",0.149988957786479,0.119334331992566,14.003995679052,9.15137573608554e-08
"Spatio-temporal model",0.0899385597418688,0.0643805677374284,7.02208067321267,-1.82137481432541e-05
