"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.235293929450781,0.225166615066475,47.5367739146661,42.0993397153947,0.225166615066475
"QM",0.0652261521710899,0.0511162161910427,10.9418178792358,7.82891576677174,0.0403667005572882
"GB LM",0.0462130288597132,0.0397203904543833,8.09587238725991,6.97275656103953,-0.0139116260569539
"Linear model",0.036908504416055,0.030632903519114,7.51526821258113,4.72555097103234,0.00454387298733757
"AR2 model",0.0292495749754067,0.0241399025353142,5.02243122776204,4.45552891378864,-0.0153634311318427
"AR1 model",0.0287095110508403,0.0238224365736586,4.87125474112726,4.42359748037105,-0.01528659224962
"Spatio-temporal model",0.0104858986082705,0.00823785008889645,1.69299925025103,1.45915477668222,1.05050467733246e-05
