"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.13634074914657,0.132263930144716,41.975105071229,40.1902287403935,0.132263930144716
"GB LM",0.0450635433123744,0.0407760083028078,12.6426578741437,12.5222970110955,-0.0400730618881149
"QM",0.0247296149302992,0.0203745165501574,6.56557243515123,6.41285599548576,0.00275012052090541
"Linear model",0.0237607590950908,0.0184975727139941,5.97873602845181,4.69809923718773,0.0108637156559674
"AR2 model",0.0184803666329282,0.0156455741945122,4.96445745979272,4.45580821888215,0.0112326961751467
"AR1 model",0.0183831040091458,0.0155738680150559,4.95482635737787,4.62684370443195,0.0111482594310579
"Spatio-temporal model",0.0076048533700938,0.00600001967548909,1.92091186648662,1.31979470958028,0.00211457787285399
