"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.241204155388379,0.192866279385129,805.92734356221,71.81038102456,0.17288083676267
"Wind Offshore","GB LM",0.146885029410282,0.102541733772202,489.41205065472,31.2724750655302,-0.0370826961350419
"Wind Offshore","QM",0.142021914680969,0.0983659290340953,468.602923295874,32.5490346614013,-0.00841813740400108
"Wind Offshore","LM t model",0.135170115697338,0.0882169845492256,380.749166660052,28.6241383154933,-0.0299511745103447
"Wind Offshore","Linear model",0.128425476818656,0.0909945334388532,543.506307360097,30.3554522625177,0.000217223390144263
"Wind Offshore","LM bru model",0.127968638044264,0.090232971452599,540.797292260806,29.5030100732906,0.000281211864045326
"Wind Offshore","LM+hour model",0.127848779245226,0.0901620311095493,536.392980173965,29.5554056852594,0.000111401910517525
"Wind Offshore","LM beta model",0.12721174207433,0.0908959577474791,519.989645648928,29.9359021684411,0.00740021575161937
"Wind Offshore","AR1 model",0.124685554233476,0.0873350562844212,637.992808743836,28.0949602729303,0.00039697324027575
"Wind Offshore","ST model coarser",NA,NA,142.566911579514,99.9999975150664,-0.255171134685898
"Wind Onshore","ST model coarser",0.206754367900302,0.133788502828165,1703.50915231104,99.9999933624125,-0.01943945075533
"Wind Onshore","Generic PC",0.115879480078502,0.0746907663602551,948.939424061848,63.3474860284108,0.0119098981869934
"Wind Onshore","QM",0.10354524476553,0.0656103760752586,501.610787535661,66.5351119782334,-0.0318470514722442
"Wind Onshore","GB LM",0.102429800799506,0.069333849200006,1096.16003654277,58.4085059924226,-0.00417921155007757
"Wind Onshore","LM t model",0.0987645454546211,0.0633645145020347,801.937498685433,55.8894391298642,-0.0211748713879024
"Wind Onshore","Linear model",0.0963372360880433,0.0662694658149854,1110.07209040819,56.8642947046855,0.000590086275272684
"Wind Onshore","LM bru model",0.0951070793074371,0.0658819128738158,1126.39068064983,57.3401522746402,0.000923946735192078
"Wind Onshore","LM+hour model",0.0946231863134893,0.0653142886747051,1118.76576874926,57.2494488140727,0.00103296379195487
"Wind Onshore","LM beta model",0.0940834734052695,0.0646328839601009,1120.68660836661,54.8646609862225,0.000781551351252727
"Wind Onshore","AR1 model",0.0920168771343131,0.0630507569311728,1045.16448853551,55.3753527128817,0.0012941306718917
