"model","crps","energy","log","bs_0_01","bs_0_05","bs_0_1","bs_0_2"
"1",0.13747644546922,15.9507061543008,2.32337946556807,0.0590577910010974,0.0750714707962444,0.0879441226679673,0.109865881965614
"2",0.116713659214706,14.2542640856515,0.548871764460633,0.054531682599683,0.0650706479697598,0.0769644186074869,0.10236912022924
"3",0.11298528498371,14.1975222625795,0.0569408439853844,0.054670501036459,0.0620666910132911,0.0724139837824656,0.0979500584075113
"4",0.121637569629964,14.2668548747107,0.481822348494902,0.0558377282038776,0.0686783143519083,0.0819812633825143,0.108788491037678
"5",0.116190015259415,14.1072681633179,0.00222827661421793,0.0555229192781368,0.0657787722228996,0.0769821533959273,0.101358083770272
"6",0.116960507051334,14.291006676415,0.576448516757653,0.0554619219607365,0.0659252661870504,0.0776440079258627,0.102949199975613
