"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.165771366991498,0.0984970510913209,80.53609375,0.0647347272192228
"QM",0.10181415964539,0.060630733655603,71.0262312765006,0.000398039125674466
"GB LM",0.101589852000205,0.0668936458938791,61.4247984368249,0.0187500769780736
"Linear model",0.0874714304680896,0.0573418352993104,57.0774656854601,0.00132854432585288
"AR2 model",0.0848874471331516,0.0552715117611393,59.030525695891,0.001882145891706
"AR1 model",0.084887446847108,0.0552496313953344,59.0466628413602,0.00185989179950016
"Spatio-temporal model",0.0270560521442489,0.0154875958581775,16.7796748529822,0.000901713082061757
