"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.157861317552435,0.148496614066778,35.5669069444304,32.8298939512387,0.148496614066778
"GB LM",0.0559868201727519,0.0497674356010855,10.688536629794,10.1794978960424,-0.046773967011659
"QM",0.0350172817667699,0.0285534569041394,6.61146993538839,5.06952003770005,-0.0228929428992194
"Linear model",0.0265137587171411,0.0214055078803915,5.6119998939868,3.65455034368055,0.00137957600561091
"AR1 model",0.0225725070484923,0.0184222852407072,4.28156144902495,3.5210453705034,-0.00839038317575272
"AR2 model",0.0222648254206608,0.0182576024426363,4.25073805449052,3.57176467754196,-0.00834527932149637
"Spatio-temporal model",0.0115880557098133,0.00927339018064885,2.41283621556366,1.57990907393974,0.00106091967775842
