"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.221189380822515,0.177882218370624,89.3235962936294,34.9460190921259,0.12253145461653
"high","QM",0.186092332176315,0.142298243263325,49.5393637807399,29.5893029192704,-0.0380561299317171
"high","GB LM",0.17122966629685,0.136542735191349,60.7631833592235,24.8390787374862,-0.0404993337031564
"high","Linear model",0.158326163647742,0.126710387399879,62.3498127754722,23.2361408941101,-0.0116995620013954
"high","AR2 model",0.14788240977467,0.118008613713073,66.7585479166547,21.3917829650153,-0.000169670570932592
"high","AR1 model",0.14774506802522,0.117899448646036,66.7101003148327,21.4533085979969,-0.000205351748077434
"high","Spatio-temporal model",0.0902466408618119,0.0665592891792714,31.0969941157067,12.3259490273864,5.82529276356529e-06
"mid","Generic PC",0.20328894314845,0.152131965368537,401.377379742298,60.2940198543015,0.095749467426588
"mid","QM",0.163976494170192,0.112793726285274,163.336043594935,50.5469623342671,-0.0318208180072353
"mid","GB LM",0.156494155807765,0.114826778158419,331.773131350137,43.598242351552,-0.01030648687466
"mid","Linear model",0.15115685557636,0.112438509316822,397.54445373925,45.5483980255466,0.0070659212791709
"mid","AR2 model",0.137673247591396,0.101111357355274,326.883015881983,41.5923979735247,0.0015292938323984
"mid","AR1 model",0.137539336285141,0.101004188045844,325.822014793737,41.6035551114116,0.00154604033739464
"mid","Spatio-temporal model",0.0798164397351311,0.0554212902267295,143.145423468283,22.7932040607848,0.00124138906847225
