"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.0972489114688342,0.0897638511800567,60.1932676752782,58.9263162028918,0.0897638511800567
"QM",0.0181327910360092,0.0151765124146261,10.2592124716964,9.45201482048055,-0.00738779585257651
"GB LM",0.0170877941728382,0.0137172970745311,8.87808517328597,8.96401238107804,-0.00571695980557549
"Linear model",0.0153463355907457,0.0118371829711048,8.03822026399375,7.43482212665533,0.00391265671747731
"AR2 model",0.0111394005053597,0.00933393441565171,6.3811965374792,5.33934453453998,-0.000529073442778181
"AR1 model",0.010941025078865,0.00916536956183842,6.25388784364774,5.32030463263849,-0.000490018121993165
"Spatio-temporal model",0.00511337918041516,0.00418590923430753,2.97318599766896,2.68127588575358,0.000132694734129476
