"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,11.8]","Generic PC",0.187545700904439,0.131321958754113,791.503596715688,88.2424933553255,0.10864843906822
"[0.382,11.8]","GB LM",0.116512939984763,0.0830977047752009,827.20722937501,54.6646038917876,0.039122633573994
"[0.382,11.8]","QM",0.107138511842302,0.0684211166173109,274.71241864725,51.8729111156851,0.00590280191701331
"[0.382,11.8]","Linear model",0.101966589002584,0.0670814121218672,254.633197153463,54.5600287535658,0.00992204812044912
"[0.382,11.8]","LM bru model",0.0987971231821097,0.066132473238293,407.219753568489,52.2532296690833,0.00931149560197218
"[0.382,11.8]","LM+hour model",0.0984301899572557,0.0660668152334015,469.792701872034,53.1578135532448,0.00940759473389165
"[0.382,11.8]","LM t model",0.0978525590305394,0.0623046570889384,350.479501815416,46.7352721649533,-0.00478585614558675
"[0.382,11.8]","LM beta model",0.0953550343549064,0.0642793658759573,599.788085499148,43.8959880505966,0.0066353753609551
"[0.382,11.8]","AR1 model",0.0909938882924509,0.059579770653328,331.239633272038,45.8500155628683,0.0063581785367416
"[0.382,11.8]","ST model coarser",NA,NA,2053.59579004222,100,-0.0040075139144847
"(11.8,21.7]","Generic PC",0.169756385242331,0.115170557664917,494.442078899941,70.2238474545702,0.081454318053422
"(11.8,21.7]","QM",0.113311223333886,0.0717141913129105,161.255154598951,52.6848275612286,-0.0203163443503346
"(11.8,21.7]","GB LM",0.111656593029147,0.0760135883047245,565.435977223447,45.5847171777635,-0.000431336272364702
"(11.8,21.7]","LM t model",0.110328794936919,0.0687746252116935,235.912673806459,45.8945873257588,-0.0245192592741153
"(11.8,21.7]","LM beta model",0.107721684340139,0.0714226930249142,381.479068950945,44.9552567449984,-0.00167486973151583
"(11.8,21.7]","LM bru model",0.107183480955682,0.0707703513715794,288.453433776863,46.7691908514498,-0.00295468371476659
"(11.8,21.7]","Linear model",0.106928440165316,0.0698586312097326,221.001321337697,48.0769135553089,-0.00600860813716378
"(11.8,21.7]","LM+hour model",0.106659843352979,0.0709767470869073,288.476593446751,48.2969598989633,-0.00257173157654943
"(11.8,21.7]","AR1 model",0.0999936895177679,0.065766934556429,278.439676976999,45.0631123609858,-0.00220112810623788
"(11.8,21.7]","ST model coarser",NA,NA,1502.70914983646,100,-0.116529108458839
"(21.7,34.4]","Generic PC",0.148213905953557,0.096007432525493,636.99987697705,67.4953673484189,0.057998827790327
"(21.7,34.4]","QM",0.114359552626568,0.0658002419371652,235.375506220052,56.7821327558061,-0.0253217206441704
"(21.7,34.4]","LM t model",0.107446932062808,0.0625829504301647,529.696762975728,47.9166948472341,-0.0220853979183667
"(21.7,34.4]","GB LM",0.105475125101195,0.069313414282153,769.108087684231,48.3629638991774,-0.00198250403926366
"(21.7,34.4]","LM bru model",0.101002866164799,0.0650874536316961,953.006103926606,49.2727461947596,0.00266331217177594
"(21.7,34.4]","LM+hour model",0.100932990478873,0.0651811895489795,954.651300629009,49.719089588056,0.00298661043938364
"(21.7,34.4]","Linear model",0.100921292300132,0.0666051188797562,860.957716398887,49.0348360641019,0.00822348141829635
"(21.7,34.4]","LM beta model",0.0997508647004994,0.0644847945832766,761.77249765562,47.8744186875468,0.00634111704500795
"(21.7,34.4]","AR1 model",0.0980983918782052,0.0629632735321345,769.062832143576,50.0959328899547,0.00372454900571065
"(21.7,34.4]","ST model coarser",NA,NA,2320.47668616156,100,-0.02519581066083
"(34.4,102]","QM",0.151086074466867,0.0924499420925618,106.890717891365,59.9703583275863,-0.0686554074627551
"(34.4,102]","Generic PC",0.143395109159079,0.0931162320330851,353.979154858353,50.5100965910458,0.0157582370531962
"(34.4,102]","LM t model",0.133758648500811,0.0839423252244351,460.469436499181,44.2739870296643,-0.0433426417783964
"(34.4,102]","GB LM",0.128414448433223,0.083638578883545,602.433558908971,44.1372753860188,-0.0370735635817696
"(34.4,102]","Linear model",0.117456842390333,0.0835052433843147,1023.03358539144,41.6803558535564,-0.00259532929481023
"(34.4,102]","LM bru model",0.116067103677899,0.082765572546851,879.698335376166,42.1751075528187,0.000670510762857148
"(34.4,102]","LM+hour model",0.115448214103726,0.0825749279112181,895.034052060329,42.1313990423768,0.000635755632668846
"(34.4,102]","LM beta model",0.108517745599763,0.0736045389424746,439.978012447657,39.9323717354669,0.00166759648396982
"(34.4,102]","AR1 model",0.107361335221043,0.0757653091695616,773.321703424526,38.6945702048186,0.000232180048086984
"(34.4,102]","ST model coarser",NA,NA,4297.63670314141,100,-0.0465827936824973
