"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.220048738592183,0.172177568113573,153.304841521773,33.6243020038227,0.13534016739053
"high","GB LM",0.18124669402461,0.133390827755284,120.509802723604,22.6054305385023,-0.0375405736755417
"high","QM",0.179763439799599,0.13240461913475,61.0130517672119,25.222146385512,-0.0534487794350791
"high","Linear model",0.145492339441805,0.114056228871687,143.051606870383,19.8557772809242,-0.00526368246575281
"high","LM t model",0.145476499760461,0.108408418248093,111.517320701957,19.9617985942354,-0.0183932579437892
"high","LM beta model",0.142468894150895,0.110053377079929,142.802768413785,18.951155996737,-0.00206993545059519
"high","LM+hour model",0.141729485271972,0.110740704297401,144.185917800311,19.3208236042442,-0.00470896706546121
"high","LM bru model",0.141188464118814,0.109934735474691,145.839112890707,19.2696437398938,-0.00503056171508544
"high","AR1 model",0.139064853738699,0.109643485210223,169.823718386027,19.2070358336027,-0.000426100685395952
"high","ST model coarser",NA,NA,546.622420969417,99.9998672475347,-0.364861928473431
"mid","Generic PC",0.218759453691863,0.172042099841493,211.134815829904,51.3296111048143,0.118056250576655
"mid","QM",0.17245523730632,0.121388416739266,72.8295287154847,39.7375202016452,-0.0752515913777357
"mid","GB LM",0.155689155290419,0.118339647243663,183.591830291643,34.2268366626748,-0.00317478941547683
"mid","Linear model",0.146217138027578,0.111151746083912,165.870083693107,33.2823825507906,-0.00141877482833373
"mid","LM t model",0.145436306632339,0.103805228189024,149.829671476691,31.2502981130135,-0.0250769988044252
"mid","LM bru model",0.139377861126527,0.104607592098023,182.474533859679,31.4601942675205,-0.000583046837379134
"mid","LM+hour model",0.139344761933665,0.104524370706832,176.850569692586,31.1969656980778,-0.00067477665925906
"mid","LM beta model",0.137312461462953,0.103237495116714,198.970597297694,30.6879812444618,0.000902095648366148
"mid","AR1 model",0.136728210430403,0.103229662022616,163.714472564951,31.2765087150146,0.000779112378851963
"mid","ST model coarser",NA,NA,876.998122158389,99.9999775579657,-0.179580735898911
"low","Generic PC",0.0921420187698564,0.048123481657352,1182.67754286661,88.760486862938,0.0332866853105244
"low","Linear model",0.0610179845442794,0.0369279935503073,797.532521105123,99.1290736110733,0.0193186426420635
"low","GB LM",0.0603363448596564,0.0423495493216204,1360.66451266475,71.2419721497481,0.0224190422257774
"low","LM+hour model",0.0567667013036065,0.0351763655827469,1029.92787172747,89.5439180940081,0.0173283984210634
"low","LM bru model",0.0566995066149689,0.0352751779155724,1036.69601384301,91.6062973050192,0.0175802689112193
"low","LM beta model",0.0533147923879677,0.0319540570446699,1133.97346037876,68.953893509806,0.0160178639372649
"low","QM",0.051715817089841,0.0249123317653229,285.541923222243,88.490280690871,-0.0107803959537984
"low","AR1 model",0.0511796189748705,0.0304800181543126,801.355120536626,80.6550047811503,0.008144792988967
"low","LM t model",0.051073123569817,0.0296285747277821,807.341563033307,71.6179258678924,0.00776013142268321
"low","ST model coarser",NA,NA,6170.95075338438,100,0.122408488901242
