"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,10.7]","Generic PC",0.318882454364719,0.234954495067412,2318.22955447988,74.9385308533242,0.221970862547695
"[0.382,10.7]","QM",0.192649021109253,0.133193889569911,1234.6821661653,41.2172455577156,0.0583580116781942
"[0.382,10.7]","GB LM",0.188772105759726,0.133435821821495,1955.70432673559,41.2832794404397,0.0888440566717685
"[0.382,10.7]","Linear model",0.15138205729309,0.110004348168101,1378.10514157929,34.8211698824837,0.0138063916192067
"[0.382,10.7]","AR2 model",0.143929526324239,0.104780784263733,1983.21528461121,33.4481061258217,0.0129616837610229
"[0.382,10.7]","AR1 model",0.143888022841281,0.104787715546813,1980.58877485038,33.2204960056382,0.0129658275664136
"[0.382,10.7]","Spatio-temporal model",0.058514412567446,0.0363776341044695,468.842219314104,11.0017072228147,0.000231079120689379
"(10.7,20.9]","Generic PC",0.299105632150794,0.219169039579974,237.62367977348,57.5106775727816,0.166622392159465
"(10.7,20.9]","QM",0.205419703585291,0.150935920397696,94.9054435486137,45.1525005782542,-0.0163387777904736
"(10.7,20.9]","GB LM",0.196092764527746,0.143706208712005,189.644881258599,38.2374565278828,-0.00108410788452203
"(10.7,20.9]","Linear model",0.194395130441601,0.141626809118109,186.74997692337,38.8557950746398,-0.0132995598970171
"(10.7,20.9]","AR2 model",0.182826184548745,0.134716104993288,331.376657475898,38.1074847940211,-0.00967942353336561
"(10.7,20.9]","AR1 model",0.182778736690201,0.134744255868546,329.67706489931,38.487112717171,-0.00969841325223233
"(10.7,20.9]","Spatio-temporal model",0.0500610514936737,0.0341023184533647,76.7292072846014,10.276828535763,0.000217850552639549
"(20.9,33.3]","Generic PC",0.227770495795257,0.163461302868822,2726.19263678769,62.2111995212871,0.12034507612015
"(20.9,33.3]","QM",0.158259445285385,0.107182860591214,1334.69918130022,45.1530615330923,-0.019999053389231
"(20.9,33.3]","Linear model",0.145136685121243,0.108905240069431,2709.40445199063,41.2466777157257,0.0103925119825644
"(20.9,33.3]","GB LM",0.143812203457697,0.106858107963158,2285.71286303188,40.7489769790643,0.00475709364650014
"(20.9,33.3]","AR2 model",0.133243923137366,0.0978987392071309,1582.89227828761,38.4602233197798,0.00738155490707526
"(20.9,33.3]","AR1 model",0.133157797054127,0.0978865893142978,1594.85605670959,38.2532987296964,0.0073412564198564
"(20.9,33.3]","Spatio-temporal model",0.0490072081660474,0.0326198478554508,196.467289544247,12.5738463119136,0.000136768263691006
"(33.3,212]","Generic PC",0.236599515586302,0.163990146621319,469.126175238622,60.7173398450919,0.115823547323362
"(33.3,212]","QM",0.168108799625065,0.113147687985826,225.091287401451,49.8858347386303,-0.0214680424820448
"(33.3,212]","GB LM",0.158900390329383,0.113795295061092,420.038976385392,42.5581966687614,0.014663943935959
"(33.3,212]","Linear model",0.141988772849261,0.102924701198848,391.442258019283,42.6377377515275,-0.00610941148194227
"(33.3,212]","AR2 model",0.14057915186821,0.102050325964496,387.106174761973,41.876199614531,-0.00517422985206778
"(33.3,212]","AR1 model",0.140473276067598,0.102000607377451,387.120367091514,41.722893291328,-0.00518397468118979
"(33.3,212]","Spatio-temporal model",0.0635987147677025,0.0411375410577435,100.945615633987,17.705053846664,0.00100851299604343
