"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.242348449197397,0.157145069723993,934.393484332525,65.9162944556441,0.0958803387352819
"mid","QM",0.188133453699071,0.119958641038585,568.989466819874,57.974581067247,-0.00560822256982914
"mid","GB LM",0.183705918820992,0.123346043132643,755.350744240973,51.1963238094151,0.025622575695798
"mid","Linear model",0.153516764103397,0.100857090069567,562.654571020003,48.5391155949022,-0.0140889289129166
"mid","AR2 model",0.153192068480128,0.105924315459258,628.002060715714,47.138987265758,0.000295197180189341
"mid","AR1 model",0.153166112448706,0.105879135752736,629.056743431056,47.2695357789941,0.000179459799419554
"mid","Spatio-temporal model",0.0626792561354786,0.0361409119362939,145.620880822,17.6393037633623,0.000550068418740955
"low","Generic PC",0.146421877980642,0.0770638301805035,1023.55415041778,83.9243995311532,0.0469592768500615
"low","QM",0.102469351667234,0.0521890160510945,499.160205939042,87.5375858791442,0.00264834340541782
"low","GB LM",0.0959358513757151,0.057940456452753,1208.58862979055,69.0243124960458,0.0204820969549527
"low","Linear model",0.0798134878701696,0.0479913229459211,1015.42682289052,73.2976940985489,0.0116999055831015
"low","AR2 model",0.0775935307499361,0.0445068009393681,914.122294772078,71.5778477353237,0.00424262814199714
"low","AR1 model",0.0775848549169733,0.0445044906073296,915.792051839915,71.4752360147485,0.00425807250864038
"low","Spatio-temporal model",0.0287992894280735,0.0153669674087391,333.41623584399,24.9262827942399,0.00155648648451471
