"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.195312038994282,0.144879035952435,51.2342812450522,0.105685928066339
"QM",0.150332415916275,0.104413629239339,37.4579936658918,-0.0267709322656209
"GB LM",0.139484827428873,0.103618703690538,32.3839422809513,-0.00692644820690475
"Linear model",0.129005560898122,0.0955747583252597,31.5285859684442,0.0019086415673748
"AR2 model",0.120340839407019,0.0879004760162739,29.0479991112813,0.00200426810856202
"AR1 model",0.12025635198073,0.0878359544567475,28.9391764571746,0.00198781093228138
"Spatio-temporal model",0.0774536352228449,0.0535078811561037,17.6617079353789,0.000898074482470007
