"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.257620101124061,0.168364827552646,968.14745993053,92.5607931131163,0.129670695409772
"0","QM",0.182707211267193,0.108743551849455,514.756289482073,74.2811436686054,0.0323408718392288
"0","GB LM",0.158263848211206,0.103450304953339,645.797617445158,64.7239838633452,0.00809816667960157
"0","Linear model",0.154856616552898,0.100141960903492,722.379131049874,60.0954801975433,-0.00113393809846204
"0","AR1 model",0.145831545397426,0.0954923638834374,631.155821534164,57.0396066399176,0.00202657862717483
"0","AR2 model",0.145666350695567,0.095495489233848,633.050977181007,58.1210255993372,0.00210469999956053
"0","Spatio-temporal model",0.0141020666334673,0.00806456443147492,40.2602140755988,5.96604245377207,0.000205600717240905
"[22,201]","Generic PC",0.183671267075217,0.109877909047306,843.366472884521,90.2517356379485,0.0472783938580274
"[22,201]","QM",0.154733841018896,0.0812540409091233,386.163102880814,73.9430121378025,-0.0186742383799673
"[22,201]","GB LM",0.154008864505878,0.0918062745002869,956.544948405087,77.9653492492804,0.0173539851525401
"[22,201]","Linear model",0.151292843532805,0.0866391521052165,1234.49162168891,76.8427656123687,-0.00347068298901217
"[22,201]","AR1 model",0.137010657663305,0.0850136098747926,987.812335712854,88.3707095440519,0.00213415851148195
"[22,201]","AR2 model",0.136996906589336,0.0850915317468353,994.573683374629,88.8362117991323,0.00218363371354303
"[22,201]","Spatio-temporal model",0.0121747850855185,0.0061457190183328,53.3252580617244,6.33111844345007,0.000239583427187859
"(201,345]","Generic PC",0.142276835154629,0.0817942899286437,1061.30359777099,82.5307550299658,0.0487969947130513
"(201,345]","GB LM",0.111825890885493,0.0690608210435203,1089.59488663764,70.6468035949619,0.0324561312522979
"(201,345]","QM",0.0943091247546436,0.0570715217221757,578.798953202952,78.0345861855122,-0.00598470178436763
"(201,345]","Linear model",0.0828758489210087,0.0577336556950408,1021.3690496055,63.6891006587619,0.00908328273015478
"(201,345]","AR1 model",0.0691918001466412,0.0465780933217253,557.801843129034,61.62060329664,-0.000678214584244897
"(201,345]","AR2 model",0.0691176407638538,0.0465224421117579,565.200352979903,61.1428281866012,-0.000614624790239472
"(201,345]","Spatio-temporal model",0.0100498686386008,0.00534552834114703,34.1106815087387,6.83226346044369,0.000280500585870171
"(345,725]","Generic PC",0.0798817850861592,0.0435348724351634,895.642496080635,88.9482114255206,-0.00369583871601494
"(345,725]","QM",0.0757176651761318,0.0352390268607184,414.189115909747,100,-0.0223876687663192
"(345,725]","GB LM",0.0748222707916238,0.0436869499370242,1529.01350885014,84.7110089383915,0.00157977809474977
"(345,725]","Linear model",0.0703106354995744,0.0380233799744002,1317.59720474233,73.7224215281118,-0.00267025218203135
"(345,725]","AR1 model",0.0690769331808205,0.0412500872547122,1925.15236970506,81.9753146121693,0.00388060530157684
"(345,725]","AR2 model",0.0690682057937905,0.0412581439167478,1931.76548020048,82.3659506242859,0.00391330256911281
"(345,725]","Spatio-temporal model",0.0100378305635514,0.00513428744861369,170.146824305065,12.2319824678779,0.000198416864583772
