"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.181825388831928,0.132276517685918,644.232065962057,81.8240963015726,0.12263164866611
"0","GB LM",0.111401037857036,0.0762043040204046,484.534403853711,34.6533453793583,-0.0165898254497353
"0","QM",0.101155252034971,0.067135176862804,175.502806304385,40.274336942722,0.00837073837522657
"0","Linear model",0.100707398321784,0.0709597674659952,345.111857912212,39.4049671370474,7.22489469763839e-05
"0","LM beta model",0.0943986853484414,0.0687155106195856,559.949637718191,38.3291240625547,0.0216123444511752
"0","LM bru model",0.0930443406924627,0.064702146690499,249.088111888533,36.7686239566961,-0.000889821516472171
"0","LM+hour model",0.0930256072094913,0.0646802023742624,248.826297405946,36.8193993478462,-0.00096402982660398
"0","LM t model",0.0925909441038549,0.0620526108564524,244.984719815704,35.2293320362037,-0.00436172873330462
"0","AR1 model",0.0902361532373657,0.0625474210725672,286.88156380842,34.0366881759957,-0.000777746590960625
"0","ST model coarser",NA,NA,260.042380578593,100,-0.314471428799585
"[3,196]","ST model coarser",0.461095819344287,0.342812848507571,879.928592622039,99.9999883626374,-0.299855213330866
"[3,196]","Generic PC",0.20975535759541,0.160693106840308,894.197640446696,49.374844349921,0.12299188793149
"[3,196]","QM",0.16274808992742,0.114561549160559,290.617931693134,36.8477873304025,-0.0164390642276391
"[3,196]","GB LM",0.157445745873824,0.120848592882433,827.345342963799,32.7401638706257,0.000828145859423032
"[3,196]","Linear model",0.149529256687019,0.111995888578569,590.822837299421,32.7027354229291,-0.0102571445123902
"[3,196]","LM beta model",0.149019182111542,0.113702280883696,895.610507215809,31.6655477577448,0.0045264740657141
"[3,196]","LM bru model",0.148762279857645,0.113371571138542,868.275732425828,31.8748168734489,0.00353114684635806
"[3,196]","LM+hour model",0.148745822911789,0.113323895393067,869.431006168793,31.7897953518752,0.00361690492495111
"[3,196]","LM t model",0.147772119816503,0.110268408827013,730.007973313401,31.9135690272952,-0.00531635848076108
"[3,196]","AR1 model",0.144910642742198,0.110533844667935,886.946985524989,30.0513699870348,0.00351715417579864
"(196,315]","ST model coarser",0.432972671825802,0.325298202992019,755.937285680578,99.9999869447539,-0.272918268599731
"(196,315]","Generic PC",0.198214374830338,0.150460448649263,486.921452361911,49.0735264445439,0.102778246113985
"(196,315]","QM",0.162772307621824,0.114926834057956,147.700999814766,40.5141347466059,-0.0469724900957161
"(196,315]","GB LM",0.149705357020558,0.113786454304763,465.172250783501,34.5785957909216,-0.00492928953907289
"(196,315]","Linear model",0.143049086959636,0.110040454924205,510.034897761051,34.0538464909642,0.0187231166727235
"(196,315]","LM t model",0.143013880664759,0.105112015170716,378.404763028809,33.5701234714171,-0.0111559352233997
"(196,315]","LM beta model",0.141912411072158,0.106254132178926,555.483479238163,32.0427326397971,0.00309106564144759
"(196,315]","LM bru model",0.14186675131769,0.105914777670988,466.891582689796,33.6997780868557,-0.00208475191287967
"(196,315]","LM+hour model",0.141819537260675,0.105852523287613,468.28798467194,33.961294089943,-0.00207238379157054
"(196,315]","AR1 model",0.139804279076241,0.104227085464415,498.348590707281,32.3825498681125,-0.00130221736154634
"(315,725]","ST model coarser",0.450163349787427,0.343334282718329,546.948556248436,99.9957054785602,-0.297905237124836
"(315,725]","QM",0.225907582030598,0.164908964268337,103.859615022188,56.0071826626328,-0.115222379240401
"(315,725]","Generic PC",0.200192585972485,0.151329360118728,269.521892668753,43.6216090302371,0.0264070181727436
"(315,725]","GB LM",0.189548501742497,0.14203135375645,296.849349590205,40.7527385587117,-0.0629660738372399
"(315,725]","LM t model",0.171348457751916,0.132462426345524,580.114304935602,37.9266985927159,-0.0156017462613298
"(315,725]","Linear model",0.170547890876479,0.133141164373201,533.567344636132,37.116087127906,-0.00548348162318369
"(315,725]","LM bru model",0.167596301144652,0.132066694051463,664.488601749832,36.2283573344388,0.00275884964610047
"(315,725]","LM+hour model",0.167560233930079,0.132043639010734,663.588629060611,36.1498222253405,0.00275001894635149
"(315,725]","LM beta model",0.16591449868465,0.128434863721285,454.591011160611,35.9215412103986,0.00221702988192016
"(315,725]","AR1 model",0.162493318931823,0.126770098247594,604.015770794718,34.3639811296896,0.0032758434820292
