"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.227342063891809,0.184719438338486,78.6850041981823,28.4835063613514,0.135162182315755
"high","QM",0.182276905880443,0.139346168870857,43.2556168548783,22.0073776791276,-0.0323063445700118
"high","GB LM",0.175326362762595,0.14173415706118,58.894260375461,21.4854817906564,-0.0522875129685053
"high","Linear model",0.155654362164421,0.123469538990728,60.9711013490297,17.6752099408822,-0.0141318262518866
"high","LM t model",0.152766390261093,0.11948355034364,50.1073236536642,17.0229977245073,-0.0173891175831005
"high","LM bru model",0.151745725704293,0.119828158316709,52.1401747968309,16.8720849126456,-0.0144589501303583
"high","LM beta model",0.151357032574399,0.120431455415202,58.9674244633202,16.6812444092626,-0.0115599038067361
"high","LM+hour model",0.15022416621168,0.118907407314032,50.639136189856,16.8795436261423,-0.0147403529066196
"high","AR1 model",0.144196327451967,0.11484835768947,58.4714655967299,16.1344924806158,4.20161265214181e-05
"high","ST model coarser",NA,NA,161.368030350042,99.9550198192904,-0.44616184138926
"mid","Generic PC",0.202463567091316,0.155881130712689,329.019509031598,54.4593142914861,0.103682161999611
"mid","QM",0.154392497776066,0.110535521843705,136.980834120649,42.0140476874865,-0.0248965925886892
"mid","GB LM",0.144098112442394,0.108246042173026,269.64963351086,35.6822078647355,-0.00442015745346435
"mid","Linear model",0.136213712540966,0.104395555472745,316.60059323523,36.5579602892762,0.0148869382595902
"mid","LM beta model",0.135379052047593,0.103151378177479,385.660783759844,34.7332773675295,0.0192349254850591
"mid","LM bru model",0.134797142734134,0.102409069350635,370.561788493359,35.2775092780168,0.0148721496577794
"mid","LM t model",0.134265745453624,0.100979969421719,348.510232813395,34.9209139139221,0.00825091943475353
"mid","LM+hour model",0.132989532352445,0.101049226527147,398.353388274116,35.3159504964191,0.0152906664573456
"mid","AR1 model",0.124306192229082,0.0928512423619239,311.334788413917,32.1825173130026,0.00104067508998774
"mid","ST model coarser",NA,NA,451.318642076807,100,-0.1640619915789
