"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.196950708383916,0.148732106497296,44.8855809977113,0.100618118431224
"QM",0.148902349375749,0.105042623186361,34.0540257381228,-0.0269975700277285
"GB LM",0.143620603793471,0.108558632317565,30.0428223821077,-0.013147450814089
"Linear model",0.133388440457247,0.0999161345848085,29.210286003457,0.000792054064646255
"AR2 model",0.121238863376746,0.0901856068396042,25.6463164764128,0.00153802945604788
"AR1 model",0.120922223089201,0.0900489988607867,25.5712858369667,0.00153886922753055
"Spatio-temporal model",0.0762391135233517,0.053649002098226,15.5246977710901,0.000971218472185731
