job-ID,prior,name,user,state,submit/start,at,queue,jclass,slots,ja-task-ID
------------------------------------------------------------------------------------------------------------------------------------------------
54199996,0.51098,IAMRex_Wav,dingram,qw,02/08/2026,21:46:02,64
54267954,0.48413,tag.sh,s2189251,qw,02/17/2026,19:27:00,1
54267956,0.47805,tag.sh,s2189251,qw,02/17/2026,19:28:18,1
54492767,0.44296,imex_ensem,s2328627,qw,03/08/2026,19:12:01,32
56029454,0.23418,_3x3_more_,s1931382,qw,06/05/2026,12:41:41,1
56030524,0.22811,_3x3_more_,s1931382,qw,06/05/2026,15:07:13,1
56172692,0.20587,Test_IGMM,s2741089,qw,06/17/2026,16:29:17,1
56800560,0.15471,orca_cb_Ph,esolelm,qw,07/09/2026,23:43:26,8
56942105,0.14475,aspect_run,ddekler,qw,07/16/2026,13:41:18,64
57375277,0.09851,test_run,c,s2737225,qw,08/02/2026,20:03:52,1
57382255,0.09158,test_run,c,s2737225,qw,08/03/2026,12:06:35,1
57556682,0.08809,RETFound_t,s2633613,qw,08/07/2026,06:47:20,1
58206334,0.02025,t23rot34,s1891340,qw,09/09/2026,11:53:22,1,79-120:1
58034807,0.01807,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:11,1
58034808,0.01801,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:11,1
58034809,0.01797,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:11,1
58034810,0.01793,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:11,1
58034811,0.01789,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:11,1
58034812,0.01786,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:12,1
58034813,0.01786,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:12,1
58034814,0.01786,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:12,1
58034815,0.01786,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:12,1
58034816,0.01786,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:12,1
58034817,0.01786,S0_20_vf_5,adixon3,qw,09/02/2026,11:02:12,1
