"q0.025","median","q0.975","observed","fit","cov_loc","cov_nonoise"
-511.54083915585,-446.072188144119,-381.416677710607,-441.016045572704,-443.608039677085,0.978,0.728
888.871309522846,954.869414187846,1023.03666146415,929.352115212128,957.09558593614,0.982,0.722
515.188266654119,585.240431909056,653.637229432451,607.367361715577,588.878025911365,0.976,0.708
1377.46635672389,1445.89240479991,1515.25263013087,1433.63701394998,1452.06748625454,0.978,0.71
392.397323056034,456.428675217107,524.992471718035,455.793060838546,454.668496952862,0.984,0.656
733.032277613155,802.902564473032,869.838872383074,769.162033107942,804.206428915671,0.986,0.736
1413.94689915485,1488.46527596137,1564.00492421768,1488.77112242201,1485.6568381142,0.976,0.678
1886.62262486714,1951.58223765519,2020.32727263495,1971.33559659479,1953.71631766521,0.986,0.704
899.0422139125,960.805287710394,1025.2895312211,949.652258095454,962.505718990074,0.976,0.716
956.655455826005,1029.70110930943,1107.2138293924,1023.13057566942,1024.42440265441,0.978,0.646
567.097774787611,636.314393114469,707.203331800699,630.545717384646,636.722128297452,0.978,0.75
674.332869499345,746.210966826489,812.783664390971,759.405857507193,746.026179643376,0.974,0.688
1934.71775592501,2003.20068260409,2077.79851362759,2013.24839431742,2005.50427821438,0.972,0.704
729.742488298799,795.676266448517,857.507875886558,784.553191135253,791.506911230658,0.982,0.74
879.58138001223,950.903721786791,1018.47862593596,968.740913124521,949.398807490468,0.986,0.68
1307.03655400459,1380.14960444644,1449.73568976727,1386.79660124239,1382.67240485278,0.984,0.638
1416.86196656107,1485.83672396267,1550.69892644239,1482.55280757536,1481.67177522266,0.986,0.704
323.648385068106,395.876944201059,467.612377292263,391.653925198044,397.01565728454,0.98,0.684
1033.9229044552,1106.21970092283,1177.42106440899,1102.54504958427,1103.50607181549,0.984,0.71
476.462130831561,538.40624976255,605.673127674025,543.048554763805,532.813298074135,0.976,0.698
202.689982094416,271.380141070056,340.564860401789,288.557348334182,262.734307640846,0.98,0.692
1712.36204428033,1778.94827318976,1845.40053427456,1770.594969304,1783.73534582138,0.966,0.668
653.699398361564,720.409853716153,783.780321389939,728.708399959171,720.603863918683,0.984,0.74
469.042912116953,541.583321645355,608.345176537908,545.72467889782,543.965598895591,0.976,0.634
1789.78522370421,1850.03865934207,1909.58699592725,1868.4166002457,1848.18452075043,0.986,0.722
506.437951150085,571.754472420494,639.962254107531,571.999816066252,569.583031880747,0.972,0.62
